-4.056037808825923574e-01,-4.924501200937345669e-01,-5.925852374861867444e-01,-2.728400398491999668e-01,-7.328170200881742868e-01,2.143260687348654547e-01,3.774021026714794447e-01,5.465271815147516588e-01,-8.682363228137690569e-01,-9.838560434700474033e-01,-3.133621010607597346e-01,4.499723769353110581e-01,-4.992308941915554188e-01
-4.056060512270829865e-01,-4.924501200937345669e-01,-5.925852374861867444e-01,-2.728400398491999668e-01,-7.328170200881742868e-01,1.322614364766405259e+00,-2.523967467915954610e-01,5.465271815147516588e-01,-8.682363228137690569e-01,-9.838560434700474033e-01,-3.133621010607597346e-01,4.066847489011514161e-01,-1.218029171995401949e+00
-4.050293837264571373e-01,-4.924501200937345669e-01,-1.306408138522244577e+00,-2.728400398491999668e-01,-8.274626411832749495e-01,1.051344847282246198e+00,-7.937407016671598203e-01,1.063519575659941152e+00,-7.532680268570833837e-01,-1.102577908091882497e+00,1.048475249097560735e-01,4.258291544199445111e-01,-1.371354049256888086e+00
-4.008655719305992959e-01,-4.924501200937345669e-01,-1.306408138522244577e+00,-2.728400398491999668e-01,-8.274626411832749495e-01,1.267490077791015413e+00,-4.965322558531243824e-01,1.063519575659941152e+00,-7.532680268570833837e-01,-1.102577908091882497e+00,1.048475249097560735e-01,4.499723769353110581e-01,-1.035164639481703341e+00
-4.053154471322793495e-01,-4.924501200937345669e-01,-1.306408138522244577e+00,-2.728400398491999668e-01,-8.274626411832749495e-01,2.273818209132466850e-01,-3.373134455956054989e-01,1.063519575659941152e+00,-7.532680268570833837e-01,-1.102577908091882497e+00,1.048475249097560735e-01,4.204049061896199535e-01,-1.052044442482967801e+00
-3.986815005305909820e-01,3.493141433589308509e-02,-4.758043947809013074e-01,-2.728400398491999668e-01,-2.595889146126687530e-01,-3.789853358160519825e-01,-5.779597869907262403e-02,8.266689828897452186e-01,-5.233314349437121482e-01,-5.742656105247165854e-01,-1.521523242753363592e+00,4.361458618384054797e-01,-3.644296190688718629e-02
-3.847245577743010347e-01,3.493141433589308509e-02,-4.758043947809013074e-01,-2.728400398491999668e-01,-2.595889146126687530e-01,-9.316788447008900187e-01,1.123961412990067910e+00,1.072914287232846986e+00,-5.233314349437121482e-01,-5.742656105247165854e-01,-1.521523242753363592e+00,3.407429076697534032e-01,2.425194975777519080e+00
-3.894014674250463881e-01,3.493141433589308509e-02,-4.758043947809013074e-01,-2.728400398491999668e-01,-2.595889146126687530e-01,-3.905904488635026928e-01,6.250758075165088190e-01,1.313683277292245322e+00,-5.233314349437121482e-01,-5.742656105247165854e-01,-1.521523242753363592e+00,3.415937701372551705e-01,6.204627048923231358e-01
-3.831750476594302790e-01,3.493141433589308509e-02,-4.758043947809013074e-01,-2.728400398491999668e-01,-2.595889146126687530e-01,1.504979469738859654e-01,9.222842533305437573e-01,1.197830904428370147e+00,-5.233314349437121482e-01,-5.742656105247165854e-01,-1.521523242753363592e+00,4.033876568395814988e-01,1.091690538677623445e+00
-3.953690679187281121e-01,3.493141433589308509e-02,-4.758043947809013074e-01,-2.728400398491999668e-01,-2.595889146126687530e-01,-3.833372532088448748e-01,5.189299340114962300e-01,1.141179377355570512e+00,-5.233314349437121482e-01,-5.742656105247165854e-01,-1.521523242753363592e+00,4.499723769353110581e-01,8.171565910196429416e-02
-3.980582909679066805e-01,3.493141433589308509e-02,-4.758043947809013074e-01,-2.728400398491999668e-01,-2.595889146126687530e-01,-5.574139489206053621e-01,-1.034338014945188400e+00,7.749272548299215302e-01,-5.233314349437121482e-01,-5.742656105247165854e-01,-1.521523242753363592e+00,3.819033795351584049e-01,4.249383201276759614e-01
-3.372153289628940787e-01,-4.924501200937345669e-01,-4.363908603678673948e-01,-2.728400398491999668e-01,-1.391308514007218999e-01,-4.703756010647257568e-01,-2.276293763070926790e-01,4.239710446139283162e-01,-6.382997309003978215e-01,-5.980099834490836264e-01,1.173605457945520625e+00,4.499723769353110581e-01,-6.230161162008285292e-01
-3.374843647850364614e-01,-4.924501200937345669e-01,-4.363908603678673948e-01,-2.728400398491999668e-01,-1.391308514007218999e-01,-6.371991011218296475e-01,-4.151537528326148530e-01,3.253501779013631690e-01,-6.382997309003978215e-01,-5.980099834490836264e-01,1.173605457945520625e+00,4.363585774552807828e-01,-5.934764609486155029e-01
-2.890647278328777325e-01,-4.924501200937345669e-01,-4.363908603678673948e-01,-2.728400398491999668e-01,-1.391308514007218999e-01,-4.906845488977648051e-01,-1.377543005944729115e+00,3.253501779013631690e-01,-6.382997309003978215e-01,-5.980099834490836264e-01,1.173605457945520625e+00,3.430827794553839571e-01,-8.593333582185315178e-01
-3.196837288060708215e-01,-4.924501200937345669e-01,-4.363908603678673948e-01,-2.728400398491999668e-01,-1.391308514007218999e-01,-4.108993966965404088e-01,4.764715846094910723e-01,2.117166565145063850e-01,-6.382997309003978215e-01,-5.980099834490836264e-01,1.173605457945520625e+00,3.420192013710063317e-01,2.786466941167168310e-01
-3.175825249799713590e-01,-4.924501200937345669e-01,-4.363908603678673948e-01,-2.728400398491999668e-01,-1.391308514007218999e-01,-1.185540692613873626e+00,-1.119254713749198382e+00,-6.108465080407936808e-03,-6.382997309003978215e-01,-5.980099834490836264e-01,1.173605457945520625e+00,-6.977347339163290085e-01,-1.405350804146849597e-01
-3.263131347187778752e-01,-4.924501200937345669e-01,-4.363908603678673948e-01,-2.728400398491999668e-01,-1.391308514007218999e-01,-7.924174881314816066e-01,4.481169902243975489e-02,-6.108465080407936808e-03,-6.382997309003978215e-01,-5.980099834490836264e-01,1.173605457945520625e+00,3.866894809148565537e-01,-1.982077406690053722e-01
-2.666042097868464578e-01,-4.924501200937345669e-01,-4.363908603678673948e-01,-2.728400398491999668e-01,-1.391308514007218999e-01,-1.020167831687701421e+00,1.056735693103559637e+00,-5.447530597892015318e-03,-6.382997309003978215e-01,-5.980099834490836264e-01,1.173605457945520625e+00,2.337469523813880679e-01,1.171869602933629961e+00
-2.687973625648174547e-01,-4.924501200937345669e-01,-4.363908603678673948e-01,-2.728400398491999668e-01,-1.391308514007218999e-01,-1.904022487949771636e-01,8.302911629595330911e-01,7.905766395236740740e-02,-6.382997309003978215e-01,-5.980099834490836264e-01,1.173605457945520625e+00,4.499723769353110581e-01,8.483400454093935616e-01
-2.965001060397666199e-01,-4.924501200937345669e-01,-4.363908603678673948e-01,-2.728400398491999668e-01,-1.391308514007218999e-01,-6.676625228713876092e-01,1.123961412990067910e+00,1.349066277249689749e-01,-6.382997309003978215e-01,-5.980099834490836264e-01,1.173605457945520625e+00,4.248719341440051478e-01,1.011511474421617152e+00
