1.000000000000000000e+00,-4.079865074255327739e-01,2.669792894849292719e-01,-1.287431251582635605e+00,-2.728400398491999668e-01,-1.391308514007218999e-01,4.377244948982910722e-01,-1.073307196680781950e-01,1.324517282184808631e-01,-9.832046187704547302e-01,-6.633070089910928502e-01,-1.475055506534416638e+00,4.499723769353110581e-01,-1.084397398235391385e+00
1.000000000000000000e+00,-3.922950214783837986e-01,3.493141433589308509e-02,-4.758043947809013074e-01,-2.728400398491999668e-01,-2.595889146126687530e-01,-1.468830748670380271e-01,9.859717774335512441e-01,1.010786445876343587e+00,-5.233314349437121482e-01,-5.742656105247165854e-01,-1.521523242753363592e+00,4.499723769353110581e-01,9.088260061639246157e-01
1.000000000000000000e+00,-3.362844877217263106e-01,-4.924501200937345669e-01,-4.363908603678673948e-01,-2.728400398491999668e-01,-1.391308514007218999e-01,-2.571316488178190252e-01,5.755410665475026999e-01,3.080242525382654306e-01,-6.382997309003978215e-01,-5.980099834490836264e-01,1.173605457945520625e+00,2.704403962924078475e-01,-3.416860661797535559e-01
1.000000000000000000e+00,-3.119827202937754396e-01,-4.924501200937345669e-01,-4.363908603678673948e-01,-2.728400398491999668e-01,-1.391308514007218999e-01,-4.471653749698243363e-01,7.418362683720225448e-01,9.576986443884311084e-02,-6.382997309003978215e-01,-5.980099834490836264e-01,1.173605457945520625e+00,4.034940146480190948e-01,1.604880731078653644e-01
1.000000000000000000e+00,-3.209562568930818816e-01,-4.924501200937345669e-01,-4.363908603678673948e-01,-2.728400398491999668e-01,-1.391308514007218999e-01,3.216733644237840806e-01,9.258224491140445434e-01,3.046251609138974081e-01,-6.382997309003978215e-01,-5.980099834490836264e-01,1.173605457945520625e+00,3.546757805750972437e-01,1.560309734701182706e-02
1.000000000000000000e+00,-4.014195359863186874e-01,-4.924501200937345669e-01,-7.546186567397704659e-01,-2.728400398491999668e-01,-4.746925989197167128e-01,-4.935858271596271218e-01,-1.184846163065604021e-03,-2.120367659900341817e-01,-5.233314349437121482e-01,-7.642205939196525799e-01,3.371862060044874543e-01,4.499723769353110581e-01,-4.232717806858652954e-01
1.000000000000000000e+00,-3.926412490132084043e-01,-4.924501200937345669e-01,-6.159414060272438984e-01,-2.728400398491999668e-01,-9.135041149060940668e-01,-1.512349922598321961e-01,-2.180713448799324272e+00,9.023931907437207078e-01,-7.532680268570833837e-01,-1.037280882549873162e+00,-2.668943648418144465e-01,3.060702621190506401e-01,-9.676454274766453922e-01
1.000000000000000000e+00,-3.837562558490374975e-01,-4.924501200937345669e-01,-6.159414060272438984e-01,-2.728400398491999668e-01,-9.135041149060940668e-01,-9.737473794978986907e-01,-2.205529847400917454e-01,1.075558025162911102e+00,-7.532680268570833837e-01,-1.037280882549873162e+00,-2.668943648418144465e-01,4.499723769353110581e-01,4.938641823828391342e-01
1.000000000000000000e+00,-4.063711573204330518e-01,3.093744314027733644e+00,-1.516613655391758408e+00,-2.728400398491999668e-01,-1.240461715052807001e+00,1.592017817594743034e-01,-1.151098475800702126e+00,2.539008598271004669e+00,-8.682363228137690569e-01,-5.623934240625331205e-01,-5.457007821554911153e-01,4.499723769353110581e-01,-9.732720284770669528e-01
1.000000000000000000e+00,-3.943440073811982360e-01,5.623129487655207370e-01,-8.757787810465043066e-01,-2.728400398491999668e-01,-8.704833780446844527e-01,7.089940123824499674e-01,-8.786574004711699137e-01,1.969330283948111715e+00,-1.784265470736552395e-01,-7.345401277641938620e-01,5.695248870992187795e-01,4.359331462215296216e-01,-4.485914851877620402e-01
1.000000000000000000e+00,-3.986849060473269812e-01,-4.924501200937345669e-01,-4.663479783897694214e-02,-2.728400398491999668e-01,-1.214649272935961255e+00,2.085235122111394612e-01,-2.180713448799324272e+00,6.976923395873382283e-01,-6.382997309003978215e-01,-6.098821699112670913e-01,3.371862060044874543e-01,3.098991432228093701e-01,-8.396402547170562780e-01
1.000000000000000000e+00,-3.988199915445208021e-01,-4.924501200937345669e-01,2.482368299918689403e-01,-2.728400398491999668e-01,-1.008149736001195285e+00,-1.933035270568408126e-01,-7.937407016671598203e-01,1.326877762479507228e-01,-5.233314349437121482e-01,-5.782549941973434693e-02,1.048475249097560735e-01,3.442527153481986235e-01,-3.402794159296482213e-01
1.000000000000000000e+00,-4.029610998954720746e-01,-4.924501200937345669e-01,-9.692034552107325895e-01,-2.728400398491999668e-01,-9.048999675338121884e-01,1.679056165450626692e-01,-7.159003944301505218e-01,4.579147512517141583e-01,-7.532680268570833837e-01,-9.541755773145886854e-01,1.191205247186385291e-02,4.499723769353110581e-01,-4.317116821864976361e-01
1.000000000000000000e+00,-4.042404390159551331e-01,-4.924501200937345669e-01,-1.126857592862868129e+00,-2.728400398491999668e-01,-5.607340726425359412e-01,1.911158426399640620e-01,2.004923134964584353e-01,-3.386529289977412427e-01,-8.682363228137690569e-01,-8.176454329994783388e-01,-3.133621010607597346e-01,4.143425111086688761e-01,-6.314560177014608700e-01
1.000000000000000000e+00,-3.994102811120906482e-01,-4.924501200937345669e-01,-1.202765140621303575e+00,-2.728400398491999668e-01,-9.393165570229398131e-01,2.243770212907804318e+00,-1.108640126398697134e+00,-1.483510076390286980e-01,-8.682363228137690569e-01,-7.820288736129278329e-01,-2.204266286228675209e-01,4.141297954917930180e-01,-1.282735083500249340e+00
1.000000000000000000e+00,-3.936492819670583954e-01,-4.924501200937345669e-01,-3.750809179475924626e-01,-2.728400398491999668e-01,-2.940055041017964332e-01,-6.125382358959964302e-01,1.007200952134553962e+00,-8.037619662654252872e-01,-5.233314349437121482e-01,-1.409308046550188376e-01,1.127137721726573671e+00,4.196604015305558377e-01,5.318437391356841681e-01
1.000000000000000000e+00,-3.947083976719480969e-01,-4.924501200937345669e-01,-1.634156405442625803e-01,-2.728400398491999668e-01,-6.169352505018464022e-02,-5.225986097782532314e-01,8.727495123615381933e-01,-6.873902877367161768e-01,-4.083631389870265305e-01,1.440016704373851542e-01,-3.133621010607597346e-01,4.292326042899520799e-01,4.952708326329446908e-01
1.000000000000000000e+00,-3.922711828612319152e-01,-4.924501200937345669e-01,-1.634156405442625803e-01,-2.728400398491999668e-01,-6.169352505018464022e-02,-7.866149316077569731e-01,-1.073307196680781950e-01,-4.958137070188659012e-01,-4.083631389870265305e-01,1.440016704373851542e-01,-3.133621010607597346e-01,3.925391603789322725e-01,1.295417676055470313e-01
1.000000000000000000e+00,-3.647330393618550826e-01,-4.924501200937345669e-01,2.119649834344069284e+00,-2.728400398491999668e-01,2.308474856073996218e-01,-9.577903490576538115e-01,9.682807985160490905e-01,-9.688539580767419057e-01,-8.682363228137690569e-01,-1.304405077949001956e+00,2.907184697855421662e-01,4.996065940097554892e-02,2.049619358999384300e+00
1.000000000000000000e+00,-3.712636852892187145e-01,-4.924501200937345669e-01,1.570779873629227552e+00,-2.728400398491999668e-01,6.008258226155220871e-01,-6.546067706930051022e-01,9.612044069490487397e-01,-6.323910968702067814e-01,-6.382997309003978215e-01,1.736821365928439276e-01,1.266540930383412977e+00,3.626526162079276583e-01,3.292861031205102651e-01
